valuation_year,valuation_month,valuation_day,valuation_dayofweek,has_renovation,in_gated_community,bathrooms_full,bathrooms_half,bedrooms,exterior_stories,garage_spaces,pool,renovation_amount,total_finished_sq_ft,basement_finished_sq_ft,sq_ft,above_grade_sq_ft,age,f_days_since_prev_close,back_yard_condition_needs_work,back_yard_condition_no_yard,back_yard_condition_partially_landscaped,bathroom_condition_needs_work,bathroom_condition_typical_use,kitchen_appliance_type_mixed,kitchen_appliance_type_other,kitchen_appliance_type_stainless_steel,kitchen_appliance_type_white,kitchen_condition_needs_work,kitchen_condition_typical_use,kitchen_countertop_formica,kitchen_countertop_granite,kitchen_countertop_granite_slab,kitchen_countertop_granite_tile,kitchen_countertop_other,kitchen_countertop_other/unknown,kitchen_countertop_other_tile,kitchen_countertop_quartz,kitchen_countertop_solid_stone_slab,paint_condition_needs_work,paint_condition_typical_use,primary_floor_condition_heavily_worn,primary_floor_condition_typical_use,primary_floor_type_hardwood,primary_floor_type_laminate,primary_floor_type_other,primary_floor_type_tile,secondary_floor_condition_heavily_worn,secondary_floor_condition_typical_use,secondary_floor_type_hardwood,secondary_floor_type_laminate,secondary_floor_type_other,secondary_floor_type_tile,market_name_atlantis,market_name_kamar_taj,market_name_latvaria,market_name_metropolis,market_name_themyscira,market_name_valhalla,market_name_wakanda,market_name_zen_whoberi,hvac_age_16_plus_years,hvac_age_8_to_15_years,hvac_age_not_sure,roof_age_16_plus_years,roof_age_8_to_15_years,roof_age_not_sure,valuation_year,valuation_month,valuation_day,valuation_dayofweek,has_renovation,in_gated_community,bathrooms_full,bathrooms_half,bedrooms,exterior_stories,garage_spaces,pool,renovation_amount,total_finished_sq_ft,basement_finished_sq_ft,sq_ft,above_grade_sq_ft,age,f_days_since_prev_close,back_yard_condition_needs_work,back_yard_condition_no_yard,back_yard_condition_partially_landscaped,bathroom_condition_needs_work,bathroom_condition_typical_use,kitchen_appliance_type_mixed,kitchen_appliance_type_other,kitchen_appliance_type_stainless_steel,kitchen_appliance_type_white,kitchen_condition_needs_work,kitchen_condition_typical_use,kitchen_countertop_formica,kitchen_countertop_granite,kitchen_countertop_granite_slab,kitchen_countertop_granite_tile,kitchen_countertop_other,kitchen_countertop_other/unknown,kitchen_countertop_other_tile,kitchen_countertop_quartz,kitchen_countertop_solid_stone_slab,paint_condition_needs_work,paint_condition_typical_use,primary_floor_condition_heavily_worn,primary_floor_condition_typical_use,primary_floor_type_hardwood,primary_floor_type_laminate,primary_floor_type_other,primary_floor_type_tile,secondary_floor_condition_heavily_worn,secondary_floor_condition_typical_use,secondary_floor_type_hardwood,secondary_floor_type_laminate,secondary_floor_type_other,secondary_floor_type_tile,market_name_atlantis,market_name_kamar_taj,market_name_latvaria,market_name_metropolis,market_name_themyscira,market_name_valhalla,market_name_wakanda,market_name_zen_whoberi,hvac_age_16_plus_years,hvac_age_8_to_15_years,hvac_age_not_sure,roof_age_16_plus_years,roof_age_8_to_15_years,roof_age_not_sure,common_scope
2027,5,2,6,0,0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1305.0,0.0,1305.0,1305.0,39.0,2315.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4108729,25,4,36,0,0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,1703025.0,0.0,1703025.0,1703025.0,1521.0,5359225.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,646.1
2027,5,2,6,0,0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2096.0,0.0,2096.0,2096.0,21.0,7665.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4108729,25,4,36,0,0,4.0,1.0,9.0,4.0,4.0,0.0,0.0,4393216.0,0.0,4393216.0,4393216.0,441.0,58752225.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1427.1
2027,5,2,6,0,0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,1998.0,0.0,1999.0,1998.0,23.0,2623.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4108729,25,4,36,0,0,4.0,1.0,16.0,4.0,4.0,0.0,0.0,3992004.0,0.0,3996001.0,3992004.0,529.0,6880129.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3390.22
2027,5,2,6,0,0,3.0,0.0,4.0,3.0,2.0,1.0,0.0,2104.0,0.0,2104.0,2104.0,21.0,859.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4108729,25,4,36,0,0,9.0,0.0,16.0,9.0,4.0,1.0,0.0,4426816.0,0.0,4426816.0,4426816.0,441.0,737881.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1327.7
2027,5,2,6,0,0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,2280.0,0.0,2280.0,2280.0,38.0,4933.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4108729,25,4,36,0,0,4.0,0.0,16.0,4.0,4.0,0.0,0.0,5198400.0,0.0,5198400.0,5198400.0,1444.0,24334489.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3020.14
2027,5,2,6,0,0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,2109.0,0.0,2109.0,2109.0,8.0,2920.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4108729,25,4,36,0,0,4.0,1.0,16.0,4.0,4.0,0.0,0.0,4447881.0,0.0,4447881.0,4447881.0,64.0,8526400.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,14653.26
2027,5,2,6,0,0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,1124.0,0.0,1124.0,1124.0,38.0,612.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4108729,25,4,36,0,0,4.0,0.0,9.0,1.0,1.0,0.0,0.0,1263376.0,0.0,1263376.0,1263376.0,1444.0,374544.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14053.03
2027,5,2,6,0,0,3.0,0.0,5.0,2.0,3.0,0.0,0.0,4040.0,0.0,4040.0,4040.0,14.0,3761.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4108729,25,4,36,0,0,9.0,0.0,25.0,4.0,9.0,0.0,0.0,16321600.0,0.0,16321600.0,16321600.0,196.0,14145121.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20889.62
2027,5,2,6,0,0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,1574.0,0.0,1574.0,1574.0,13.0,4745.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4108729,25,4,36,0,0,4.0,0.0,9.0,1.0,1.0,0.0,0.0,2477476.0,0.0,2477476.0,2477476.0,169.0,22515025.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6226.27
2027,5,2,6,0,0,2.0,1.0,4.0,2.0,3.0,0.0,0.0,3674.0,0.0,3674.0,3674.0,14.0,3516.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4108729,25,4,36,0,0,4.0,1.0,16.0,4.0,9.0,0.0,0.0,13498276.0,0.0,13498276.0,13498276.0,196.0,12362256.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,21399.4
2027,5,2,6,0,0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,1485.0,0.0,1485.0,1485.0,20.0,2970.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4108729,25,4,36,0,0,4.0,0.0,9.0,1.0,4.0,0.0,0.0,2205225.0,0.0,2205225.0,2205225.0,400.0,8820900.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3253.58
2027,5,2,6,0,0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,1898.0,0.0,1898.0,1898.0,16.0,1529.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4108729,25,4,36,0,0,4.0,0.0,16.0,1.0,1.0,1.0,0.0,3602404.0,0.0,3602404.0,3602404.0,256.0,2337841.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9135.57
2027,5,2,6,0,0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,1887.0,0.0,1887.0,1887.0,35.0,12775.0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4108729,25,4,36,0,0,4.0,0.0,9.0,4.0,4.0,0.0,0.0,3560769.0,0.0,3560769.0,3560769.0,1225.0,163200625.0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21907.76
2027,5,1,5,0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,777.0,0.0,777.0,777.0,55.0,20075.0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4108729,25,1,25,0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,603729.0,0.0,603729.0,603729.0,3025.0,403005625.0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1930.77
2027,5,1,5,0,0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,2549.0,0.0,2549.0,2549.0,7.0,2507.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4108729,25,1,25,0,0,4.0,1.0,16.0,4.0,4.0,0.0,0.0,6497401.0,0.0,6497401.0,6497401.0,49.0,6285049.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3720.4
2027,5,1,5,0,0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,1353.0,0.0,1353.0,1353.0,26.0,1632.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4108729,25,1,25,0,0,4.0,0.0,9.0,1.0,4.0,0.0,0.0,1830609.0,0.0,1830609.0,1830609.0,676.0,2663424.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,694.55
2027,5,1,5,0,1,5.0,0.0,7.0,2.0,2.0,1.0,0.0,3354.0,0.0,3354.0,3354.0,19.0,701.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4108729,25,1,25,0,1,25.0,0.0,49.0,4.0,4.0,1.0,0.0,11249316.0,0.0,11249316.0,11249316.0,361.0,491401.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25213.16
2027,5,1,5,0,0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2795.0,0.0,2795.0,2795.0,19.0,6935.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4108729,25,1,25,0,0,4.0,1.0,9.0,4.0,4.0,0.0,0.0,7812025.0,0.0,7812025.0,7812025.0,361.0,48094225.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,22471.09
2027,4,30,4,0,0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,2082.0,0.0,2082.0,2082.0,17.0,6205.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4108729,16,900,16,0,0,4.0,0.0,9.0,1.0,4.0,1.0,0.0,4334724.0,0.0,4334724.0,4334724.0,289.0,38502025.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5971.46
2027,4,30,4,0,0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,1289.0,0.0,1289.0,1289.0,28.0,1060.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4108729,16,900,16,0,0,4.0,0.0,9.0,1.0,4.0,0.0,0.0,1661521.0,0.0,1661521.0,1661521.0,784.0,1123600.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1782.1
2027,4,30,4,0,0,2.0,1.0,4.0,2.0,2.0,1.0,0.0,2050.0,0.0,2050.0,2050.0,32.0,1201.0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4108729,16,900,16,0,0,4.0,1.0,16.0,4.0,4.0,1.0,0.0,4202500.0,0.0,4202500.0,4202500.0,1024.0,1442401.0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21979.47
2027,4,30,4,0,0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,2197.0,0.0,2197.0,2197.0,10.0,3696.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4108729,16,900,16,0,0,4.0,1.0,16.0,4.0,4.0,0.0,0.0,4826809.0,0.0,4826809.0,4826809.0,100.0,13660416.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7499.38
2027,4,30,4,0,0,3.0,0.0,5.0,2.0,3.0,1.0,0.0,2779.0,0.0,2779.0,2779.0,22.0,948.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4108729,16,900,16,0,0,9.0,0.0,25.0,4.0,9.0,1.0,0.0,7722841.0,0.0,7722841.0,7722841.0,484.0,898704.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1469.7
2027,4,30,4,0,0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,2731.0,0.0,2731.0,2731.0,9.0,3285.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4108729,16,900,16,0,0,9.0,0.0,9.0,4.0,4.0,0.0,0.0,7458361.0,0.0,7458361.0,7458361.0,81.0,10791225.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,589.3
2027,4,30,4,0,0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,1984.0,0.0,2015.0,1984.0,33.0,12045.0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4108729,16,900,16,0,0,4.0,1.0,9.0,4.0,4.0,0.0,0.0,3936256.0,0.0,4060225.0,3936256.0,1089.0,145082025.0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13709.08
2027,4,30,4,0,0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,2857.0,0.0,2857.0,2857.0,16.0,3637.0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4108729,16,900,16,0,0,4.0,1.0,16.0,4.0,4.0,0.0,0.0,8162449.0,0.0,8162449.0,8162449.0,256.0,13227769.0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7338.33
2027,4,30,4,0,0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1440.0,0.0,1522.0,1440.0,36.0,1563.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4108729,16,900,16,0,0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,2073600.0,0.0,2316484.0,2073600.0,1296.0,2442969.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1810.5
2027,4,30,4,0,0,2.0,0.0,4.0,1.0,2.0,1.0,0.0,2020.0,0.0,2020.0,2020.0,37.0,672.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4108729,16,900,16,0,0,4.0,0.0,16.0,1.0,4.0,1.0,0.0,4080400.0,0.0,4080400.0,4080400.0,1369.0,451584.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5230.57
2027,4,30,4,0,0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,2590.0,0.0,2590.0,2590.0,7.0,2528.0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4108729,16,900,16,0,0,9.0,0.0,9.0,4.0,4.0,0.0,0.0,6708100.0,0.0,6708100.0,6708100.0,49.0,6390784.0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,639.0
2027,4,30,4,0,0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1943.0,0.0,1943.0,1943.0,40.0,14600.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4108729,16,900,16,0,0,4.0,1.0,9.0,4.0,0.0,0.0,0.0,3775249.0,0.0,3775249.0,3775249.0,1600.0,213160000.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,16851.25
2027,4,30,4,0,0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1630.0,0.0,1630.0,1630.0,42.0,15330.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4108729,16,900,16,0,0,4.0,1.0,9.0,4.0,0.0,0.0,0.0,2656900.0,0.0,2656900.0,2656900.0,1764.0,235008900.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1306.4
2027,4,30,4,0,0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,2551.0,0.0,2499.0,2551.0,6.0,2251.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4108729,16,900,16,0,0,4.0,1.0,16.0,4.0,4.0,0.0,0.0,6507601.0,0.0,6245001.0,6507601.0,36.0,5067001.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,667.4
2027,4,30,4,0,0,2.0,1.0,4.0,2.0,3.0,0.0,0.0,3001.0,0.0,3001.0,3001.0,12.0,903.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4108729,16,900,16,0,0,4.0,1.0,16.0,4.0,9.0,0.0,0.0,9006001.0,0.0,9006001.0,9006001.0,144.0,815409.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2030.96
2027,4,30,4,0,0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1162.0,0.0,1162.0,1162.0,16.0,5496.0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4108729,16,900,16,0,0,4.0,0.0,9.0,1.0,0.0,0.0,0.0,1350244.0,0.0,1350244.0,1350244.0,256.0,30206016.0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5941.0
2027,4,30,4,0,0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,1448.0,0.0,1448.0,1448.0,24.0,1324.0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4108729,16,900,16,0,0,4.0,0.0,9.0,1.0,4.0,0.0,0.0,2096704.0,0.0,2096704.0,2096704.0,576.0,1752976.0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2605.7
2027,4,30,4,0,0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,1923.0,0.0,2024.0,1923.0,6.0,1978.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4108729,16,900,16,0,0,9.0,1.0,9.0,9.0,1.0,0.0,0.0,3697929.0,0.0,4096576.0,3697929.0,36.0,3912484.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,390.5
